job_title,company_name,location,summary
Data Analyst,Insight Global,San Francisco. CA,Build automated data quality check using combination of advanced SQL and Tableau. to ensure that data refreshes meet quality thresholds.
Data Analyst,Info Way Solutions,Santa Clara. CA 95054•Temporarily Remote,(data warehousesSQL. unstructured data: 5 years (Preferred). Strong desire and experience with data in various forms (data warehousesSQL. unstructured data).
Data Processing Analyst,Stefanini. Inc,San Francisco. CA,Provide timely access to physical and digital archives content and data. Develop and execute strategic plans. policies. and end-to-end processes that are
Senior Data Analyst. Business Analytics,hims & hers,California•Remote,Work with cross-functional teams to identify new reporting and data requirements. document requirements. build reports and coordinate with engineering to
Business AnalystAssociate,VentureChoice,Palo Alto. CA,The equity research associate will conduct fundamental research and analysis and manage large projects in the identification. evaluation. and dissemination of
Data Analyst,Beshton Software,San Francisco Bay Area. CA,Identify trends in financial data and risk factors for businesses. process large amounts of collected data and make use of increased data points to increase
Business Analyst. Hive Models,Hive,San Francisco. CA,You have 1-3 years of work experience in a Product Management or Engineering role at a technology or technology consulting company.
Creator Operations - Marketplace Operation Business Analyst,TikTok,Los Angeles. CA,Program manage and prepare materials for business insights sharing sessions at bi-weekly  monthly cadence. coordinate with data engineer and product team to
Data Analyst,Stachs LLC,Baldwin Park. CA 91706,2+ years data analyst experience. Identify needs. delegate internally. and take initiative as needed to maintain data compliance.
Gift Processing and Data Analytics Specialist. University Ad...,California State University,San Marcos. CA 92096,The Specialist is also responsible for assisting the Database Administrator with data requests and reporting. Reporting to the Director of Advancement Services.
Business Analyst (Full Time) United States,Cisco Systems,San Jose. CA,You will analyze internal processes. data. and problems and identify benefits from enabling new capabilities within the business.
Data Analyst - Strategic Analytics,Twitch,San Francisco. CA,"Experience summarizing complex data down to the ""so what"". especially for a non-data savvy audience. 3+ years experience working with data to shape strategy"
Business Analyst I,NextEra Energy,San Francisco. CA 94108 (Financial District area),Collect. process. and analyze client data using Python or R. As Data Analyst. you will work closely with customers. partners. and eIQ’s data science and product
Operations Data Analyst,ConsejoSano,Los Angeles. CA,Familiarity with platforms such as Tableau and other data analytic technologies. Closely coordinate campaign data uploads with the engagement team (patient
Data Analyst,Insight Global,San Francisco. CA,Build automated data quality check using combination of advanced SQL and Tableau. to ensure that data refreshes meet quality thresholds.
Donor Data Management Analyst (Remote),Adventist Health Roseville,Roseville. CA•Remote,Provides database support to market philanthropy data leads to ensure data governance standards are maintained. the generation of KPI weeklymonthlyquarterly
Business Intelligence Analyst,Change Healthcare,California,Detailed data analysis to identify trends. This position will assist in pulling data for reporting and assist with large vendor migrations.
Student Success Support Analyst,California State University. Long Beach,Long Beach. CA 90840 (State College Area area),Updates and maintains college data tracking spreadsheets and file records. Ability to prepare questionnaires. gather and analyze research data. and compile data
Entry Level Business Analyst,Agama Solutions,Fremont. CA 94538 (Downtown area),Troubleshoot data issues by validating different data sources. Create dashboards. spreadsheet analysis and presentations as requested by regional analysts.
Junior Business Analyst,Jerry,San Francisco Bay Area. CA,Monitor data from financial operations and ensure accuracy. Owning the QA process of policy level data within our database. Competitive Salary + Stock Options.
Data Governance Analyst,Tekrek Solutions,Santa Clara. CA•Remote,Experience and Skills: • 8+ years’ experience in data analysis with 4+ years’ experience as an analyst in an enterprise-wide data governance initiative • 2+
Business Intelligence Analyst - Fully Remote Position,Thermo Fisher Scientific,Los Angeles. CA 90001•Remote,Collaborating with team to ensure data quality and integrity in data warehouse platforms for BI reporting. Solid understandin of BI and data warehouse concepts
Jr Business Analyst,Netpace. Inc.,Foster City. CA 94404,We are also looking for a more junior BA to help support with OCM related activities (meeting notes. document updates. slide deck creation. etc.) and other
LMS Business Analyst,GP Strategies Corporation,California,Be able to perform repetitive tasks without making errors and with high attention to detail. 2+ years work experience within a customer service field utilizing
Analyst. Data Ops,Kharon,United States,Drive integration of Kharon’s core data assets with strategic data assets to support new data products and partnership initiatives.
Data Analyst,Prospect Medical Systems,Orange. CA,Identifies key capitation data shifts and presents findings. Compiles capitation payments data for analysis and trending purposes.
Data Analyst,TCS,Beverly Hills. CA•Temporarily Remote,Strong analytical and data modeling skills. Strong Healthcare integration and data transformation skills. Good understanding of data transfer mechanisms like
Data Analyst (Ryan White),AIDS Healthcare Foundation,Los Angeles. CA 90028 (Hollywood area),In this position. you will also query data. download files from county systems. import data. produce reports and articulateexplain results. issues and
Data Visualization Specialist III - MicroStrategy,AmerisourceBergen,Orange. CA,5-10 Years of experience with data visualizationBI tools. such as Qlik or Tableau. SQL and semantic data access mechanisms.
Data Modeling Analyst Sr.,Experian,Costa Mesa. CA 92626,Capable of accurately joining large data sets from multiple data sources. created complex logic for data cleaning & outlier detecting. and build & refine
Data Analyst,Insight Global,San Francisco. CA,Build automated data quality check using combination of advanced SQL and Tableau. to ensure that data refreshes meet quality thresholds.
